Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Size (product.metafields.shopify.size),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/betterpic_3bd58686-0eff-4bb0-a2bd-d1de21f69f11.jpg?v=1739940308,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/g35-900specsheet.jpg?v=1739940308,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/pic6_257d8a2e-7a68-41cd-b435-330f81310211.jpg?v=1739940308,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/pic2_759be4e2-6b0a-4eec-9e02-31cb9cfd592f.jpg?v=1739940308,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/pic4_987ad229-bff5-4538-930b-3f1aa3e379ca.jpg?v=1739940308,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/pic9jpg_10cc8dc7-aa9b-4328-9a1c-898aec3b1385.jpg?v=1739940308,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g35-900hp-series-62mm-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/t3inlet.jpg?v=1739940308,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,G30-660HP Series 54mm Turbo,"<p><span style=""text-decoration: underline;"" data-mce-fragment=""1"" data-mce-style=""text-decoration: underline;""><strong data-mce-fragment=""1"">G30-660 Specifications:</strong></span><br><br><span data-mce-fragment=""1"">- 350-600HP Rating   / 1.4L - 3.0L Displacement</span><br>- Dual Ball Bearing<br>- Ported shroud compressor cover<br>- Speed sensor port included in compressor cover.<br>- Inlet Options:   </p>
<ul>
<li>0.83 A/R with <span data-mce-fragment=""1"">V-Band Inlet<br></span>
</li>
<li>1.01 A/R with<span> </span><span data-mce-fragment=""1"">V-Band Inlet<br></span>
</li>
<li>1.21 A/R with V-Band Inlet</li>
<li>0.82 A/R with T3 Inlet</li>
</ul>
<p>- Compressor Specifications:</p>
<ul>
<li><span data-mce-fragment=""1"">54mm Compressor Inducer wheel</span></li>
<li><span data-mce-fragment=""1"">67mm Compressor Exducer wheel</span></li>
<li><span data-mce-fragment=""1"">0.70 A/R</span></li>
<li><span data-mce-fragment=""1"">Inlet Size:  3"" Hose </span></li>
<li><span data-mce-fragment=""1"">Outlet Size: 2"" Hose</span></li>
</ul>
<p>- Turbine Specifications:</p>
<ul>
<li>60mm Turbine Inducer wheel</li>
<li>55mm Turbine Exducer wheel</li>
<li><span data-mce-fragment=""1"">Inlet Size:  3"" Hose (Vband)  T3</span></li>
<li><span data-mce-fragment=""1"">Outlet Size: 3.5"" Hose</span></li>
</ul>
<p><span data-mce-fragment=""1"">- Fittings: </span></p>
<ul>
<li><span data-mce-fragment=""1"">Water Ports: 2 x M14 x 1.5</span></li>
<li><span data-mce-fragment=""1"">Oil Inlet: 7/16-24 UNF with a -4AN Restrictor pre-installed</span></li>
<li><span data-mce-fragment=""1"">Oil Outlet: 38mm (Centre to Centre) Oil Drain Flange</span></li>
</ul>
<p>Our G30 Series turbos are manufactured specifically with a combination of the highest quality components and exquisite design with no expense spared! <br><br>The dual ceramic ball bearing design provides an optimal turbo response and prolongs the lifespan of your turbo. Our G30 series turbos are fitted with a 9-blade <span data-mce-fragment=""1"">point milled billet aluminium compressor wheel</span> with an aerodynamic tapered tip secured inside an aluminium compressor housing. <br><br>Our compressor wheels are designed with the latest technology maximizing horsepower and boost response and have temperature ratings of up to 200°C. The compressor housings are also fitted with a speed sensor port as well as an anti-surge compressor wheel inlet to increase surge resistance and provides reliable, continuous power. <br><br>The turbine wheel is manufactured from Inconel which is a high quality super alloy and does a fantastic job at maintaining strength at high operating temperatures of up to 900°C.  Our turbine housings are made from a high grade cast iron providing ultimate durability in these high performance applications.</p>
<p>Turbine housing options include V-band inlet and T3 inlet single scroll. Each and every turbo are supplied with all the required parts such as stainless steel polished v-band clamps, flanges, water fittings, turbo drain gasket and NPT 1/4"" to -4AN turbo oil feed fitting with 0.9mm restrictor hole.  We strongly recommend running an oil pressure regulator with all of our turbos.</p>
<p>If you have any further questions please reach out to our friendly staff!</p>",Zoo Performance,Uncategorized,"","180, 180sx, 1jz, 2jz, 350, 350z, 4g63, ba, barra, bmw, chevy, commodore, coyote, cresida, evo, falcon, Fg, ford, gtr, Holden, hq, jz, landcruiser, ls, ls1, ls2, ls3, Mitsubishi, Monaro, mustang, Nissan, r32, r33, r34, r35, rally, rb, rb25, rb26, rb30, s14, s15, saura, silv, silvia, skyline, sr20, Subaru, supra, Toyota, v6, v8, ve, vf, vh, vk, vl, wrx, xr, xr6, xy",true,Title,Default Title,,,,,,,,ZOO-G30-6601,16000.0,,deny,manual,2100.00,2100.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/g30-660_pic_9.jpg?v=1739940220,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/g30-660specsheet.jpg?v=1739940220,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic3.jpg?v=1739940220,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic4.jpg?v=1739940220,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic5.jpg?v=1739940220,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic6.jpg?v=1739940220,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic7.jpg?v=1739940220,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic8.jpg?v=1739940220,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic10.jpg?v=1739940220,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic1.jpg?v=1739940220,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic2.jpg?v=1739940220,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g30-series-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/g30-660pic11.jpg?v=1739940220,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,PRO SERIES INTERCOOLER 150mm,"<p>These Pro series coolers are suited for someone looking to set themselves apart from the rest. These beast intercoolers have an efficiency rating of 1200+HP and are designed for maximum air flow and heat dissipation. A rugged bar and plate design with internal deflector and bracing plate to optimise air flow and stop expansion. <br><br><span style=""font-size: 10.5pt; font-family: 'Segoe UI',sans-serif; color: #212b36;"" data-mce-fragment=""1"" data-mce-style=""font-size: 10.5pt; font-family: 'Segoe UI',sans-serif; color: #212b36;""><span data-mce-fragment=""1"">They have been tested and pushed to their limits under extreme conditons and have a factory operational warranty of 50+PSI.</span></span><br></p>
<p style=""font-weight: 400;""><span style=""color: #212b36; font-family: 'Segoe UI', sans-serif; font-size: 10.5pt;"" data-mce-fragment=""1"" data-mce-style=""color: #212b36; font-family: 'Segoe UI', sans-serif; font-size: 10.5pt;"">Manufactured from 6061 Aluminium and precision welded to perfection, with a 3"" (76mm) inlet and outlet with universal mounting points.</span><br><br><strong>Size options:  560*320*150mm</strong></p>
<p style=""font-weight: 400;""><em style=""color: #212b36; font-family: 'Segoe UI', sans-serif; font-size: 10.5pt;"">* These figures may vary if large capacity engines, throttle bodys or turbos are use</em></p>
<p style=""font-weight: 400;""><em style=""color: #212b36; font-family: 'Segoe UI', sans-serif; font-size: 10.5pt;"">* Any failures of the cooler core/header caused by over overpressurizing and any damage to the aluminium construction tubes caused by the turbo overheating / melting is not covered under manufacturers warranty.  </em></p>
<p> </p>",Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories,"","180, 180sx, 1jz, 2jz, 350, 350z, 4g63, ba, barra, bmw, chevy, commodore, coyote, cresida, evo, falcon, Fg, ford, gtr, Holden, hq, jz, landcruiser, ls, ls1, ls2, ls3, Mitsubishi, Monaro, mustang, Nissan, r32, r33, r34, r35, rally, rb, rb25, rb26, rb30, s14, s15, saura, silvia, skyline, sr20, Subaru, supra, Toyota, v6, v8, ve, vf, vh, vk, vl, wrx, xr, xr6, xy",true,Size,560*320*150,,Color,RAW,,,,,ZOO-ITC560*320*150,18000.0,shopify,deny,manual,1299.00,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/1_9a7c3aca-5ed1-4331-93d7-20e432036c00.jpg?v=1659069134,1,"",false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/1_9a7c3aca-5ed1-4331-93d7-20e432036c00.jpg?v=1659069134,kg,,,true,,,true,,,active
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/2._c13282be-415c-4c00-b4a1-de2af91ca9ad.jpg?v=1659069134,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/6..jpg?v=1659069215,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/3_921d376e-08dd-487e-9ec3-623bc77a36bd.jpg?v=1659069215,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/4._04634525-5031-4de1-8126-be4f34257816.jpg?v=1659069215,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/5_0c97410f-82b3-4e2e-8093-1aa58528345c.jpg?v=1659069215,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/7..jpg?v=1659069134,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/8_a7c517b8-9556-4695-aabf-c7c7e754b237.jpg?v=1659069135,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
competition-series-intercooler-150mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/9..jpg?v=1659069134,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-billet-spline-driven-oil-pump-gears-oem,OEM TYPE - RB Billet Spline Driven Oil Pump Gears,"<p class=""style1""><span>RB SERIES - OEM </span></p>
<p class=""style1""><span>These spline driven oil pump gears are manufactured from Billet 4340 steel and are made to suit RB25 Neo and later mode RB26 oil pumps.<br><br><span class=""s1"" data-mce-fragment=""1"">Outer Gear Diameter: 81mm / </span><span class=""s1"" data-mce-fragment=""1"">Thickness: 10.96mm</span><br></span></p>
<p class=""style1""><span mce-data-marked=""1"">These gears are designed with a special wave profile to ensure higher flow rate. </span></p>
<p class=""style1""><span>They are heat-treated to make sure they'll last under the toughest performance conditions. </span><span>These gears are drastically stronger than the standard gears which are prone to failure on modified vehicles.<br><br></span><span>Our gears have undergone harsh testing and are QC checked by our own team here in Australia,  <span class=""il"">tolerances</span> are all within 0.02 thou and therefore we can guarantee the same <span class=""il"">tolerances</span> in all the gears, no variants at all.</span></p>
<p class=""style1"">Kit Includes: </p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Spline Collar</span>
</li>
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Inner Oil Pump Gear</span>
</li>
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Outer Oil Pump Gear</span>
</li>
</ul>
<p><span data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1""><em data-mce-fragment=""1"">*We highly recommend speaking with your engine builder or tuner in regards to upgrading your oil pump spring.</em></span></span></p>",Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories,oil pump gears,"Nissan, oem, oil, oil pump gears, rb, rb25, rb26, rb30",true,Title,OIL PUMP GEAR - SPLINE,,,,,,,,,100.0,shopify,deny,manual,599.00,,true,true,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/3_00317744-ce7b-427f-a8e5-5756ec387621.jpg?v=1659052347,1,"",false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/3_00317744-ce7b-427f-a8e5-5756ec387621.jpg?v=1659052347,kg,,,true,,,true,,,active
rb-billet-spline-driven-oil-pump-gears-oem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/OEM-ZOO-RB.jpg?v=1659052347,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-billet-spline-driven-oil-pump-gears-oem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/1.jpg?v=1659052347,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-billet-spline-driven-oil-pump-gears-oem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/2_f405ea32-44d7-443e-8dc0-cf102ce2427a.jpg?v=1659052347,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-billet-spline-driven-oil-pump-gears-oem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/4._1655f67d-0b82-4567-b2d8-bbdd92c576ac.jpg?v=1659052346,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-billet-spline-driven-oil-pump-gears-oem,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/5.jpg?v=1659052345,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,E-THROTTLE BODY - 102mm,"<p>Our E-Throttle body is precision machined from 6061 billet aluminium.<br>With a massive 102mm diameter this throttle body is a must have for any high level boost applications. <br><br>Featuring a heavy duty motor and designed with a standard 4 bolt flange pattern and 6 pin plug means they can be used and easily installed on any standard or aftermarket plenum manifolds. (Some modifications may need to be made on standard manifolds)<br><br>Our throttle bodies are hard anodised to ensure protection against corrosion and to provide a beautiful finished look for your car.</p>
<p><br></p>
<p> </p>",Zoo Performance,Uncategorized,"","180, 180sx, 1jz, 2jz, 350, 350z, 4g63, ba, barra, bmw, chevy, commodore, coyote, cresida, evo, falcon, Fg, ford, gtr, Holden, hq, jz, landcruiser, ls, ls1, ls2, ls3, Mitsubishi, Monaro, mustang, Nissan, r32, r33, r34, r35, rally, rb, rb25, rb26, rb30, s14, s15, saura, silvia, skyline, sr20, Subaru, supra, Toyota, v6, v8, ve, vf, vh, vk, vl, wrx, xr, xr6, xy",true,Title,Default Title,,,,,,,,ZOO-ETHROTTLE,400.0,shopify,deny,manual,695.00,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE1.jpg?v=1658886165,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE2.jpg?v=1658886164,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE3.jpg?v=1658886164,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE4.jpg?v=1658886166,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE5.jpg?v=1658886165,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE6.jpg?v=1658886165,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/THROTTLE7.jpg?v=1658886164,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-throttle-body-102mm,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/E-throttlebotlpattern_840e314a-1814-4174-9a39-c5e9eee7077c.jpg?v=1718063880,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-gears,N1 TYPE RB Billet Spline Driven Oil Pump Gears,"<p class=""style1""><span>RB SERIES </span></p>
<p class=""style1""><span>These spline driven oil pump gears are manufactured from Billet 4340 steel and are made to suit N1, RB20, RB25 (non-neo) and early RB26 oil pumps.  These gears are designed with a special wave profile to ensure higher flow. </span></p>
<p class=""style1""><span><span class=""s1"">Outer Gear Diameter: 77mm / </span><span class=""s1"">Thickness: 10.96mm</span></span></p>
<p class=""style1""><span>They are heat-treated to make sure they'll last under the toughest performance conditions. </span><span>These gears are drastically stronger than the standard gears which are prone to failure on modified vehicles.<br><br></span><span>Our gears have undergone harsh testing and are QC checked by our own team here in Australia,  <span class=""il"">tolerances</span> are all within 0.02 thou and therefore we can guarantee the same <span class=""il"">tolerances</span> in all the gears, no variants at all.</span></p>
<p class=""style1"">Kit Includes: </p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Spline Collar</span>
</li>
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Inner Oil Pump Gear</span>
</li>
<li class=""li1"">
<span class=""s2""></span><span class=""s1"">Outer Oil Pump Gear</span>
</li>
</ul>
<p><span data-mce-fragment=""1""><br><span class=""s1"" data-mce-fragment=""1""><em data-mce-fragment=""1"">*We highly recommend speaking with your engine builder or tuner in regards to upgrading your oil pump spring.</em></span><br></span></p>",Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts,oil pump gears,"n1, Nissan, oil, oil pump gears, rb, rb25, rb26, rb30",true,Title,OIL PUMP GEAR - SPLINE,,,,,,,,,100.0,shopify,deny,manual,599.00,,true,true,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/5..jpg?v=1658994038,1,"",false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/5..jpg?v=1658994038,kg,,,true,,,true,,,active
rb-gears,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/N1-ZOO-RB1.jpg?v=1658994038,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-gears,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/1..jpg?v=1658992017,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-gears,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/2..jpg?v=1658992017,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-gears,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/3..jpg?v=1658992017,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rb-gears,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/4..jpg?v=1658992017,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winters-gearset-box,Winters Gearset Box,Keep your precious gears safe and secure in a Winter’s gear case. These heavy duty cases can be stacked neatly and can be marked or labelled for easy identification.<br><br> They will ensure to provide the utmost protection for your gears from debris and harsh elements.,Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories,Accessories,"gearsets, winters",true,Title,Default Title,,,,,,,,ZOO-GEARSETBOX,150.0,shopify,deny,manual,34.99,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/gearsetbox.jpg?v=1657498495,1,"",false,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
turbo-oil-drain-adapter-with-o-ring-seal,Turbo Oil Drain Adapter with O-Ring Seal,"<p>Our range of turbo oil drain flanges allow for optional custom plumbing applications. </p>
<p>They are manufactured from hard anodised billet aluminium and are made to significantly improve and simplify drain line installations. Each fitting is supplied with a viton o-ring for optimal sealing and are available in AN8 &amp; AN10 female ports.<br><br><strong>Available Sizes:</strong></p>
<p> </p>
<ul>
<li>AN8 38-44mm (slotted)</li>
<li>AN10 50.8mm</li>
<li>AN10 52.4mm</li>
</ul>",Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories,ADAPTORS,"turbo, turbo flange",true,Size,AN8 38-44mm,,,,,,,,ZOO-463-01,0.0,shopify,deny,manual,23.99,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/turbodrainflange.jpg?v=1656054202,1,"",false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange3.jpg?v=1656054167,kg,,,true,,,true,,,active
turbo-oil-drain-adapter-with-o-ring-seal,,,,,,,,,AN10 50.8mm,,,,,,,,ZOO-463-02,0.0,shopify,deny,manual,26.99,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange1.jpg?v=1656054202,2,"",,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange4.jpg?v=1656054449,kg,,,,,,,,,
turbo-oil-drain-adapter-with-o-ring-seal,,,,,,,,,AN10 52.4mm,,,,,,,,ZOO-463-03,0.0,shopify,deny,manual,29.18,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange3.jpg?v=1656054167,3,"",,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange5.jpg?v=1656054449,kg,,,,,,,,,
turbo-oil-drain-adapter-with-o-ring-seal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange2.jpg?v=1656054167,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo-oil-drain-adapter-with-o-ring-seal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange4.jpg?v=1656054449,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo-oil-drain-adapter-with-o-ring-seal,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/flange5.jpg?v=1656054449,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
door-banner-decals,Door Banner Decals,"<p>Give you car an awesome new look with our Zoo Performance door banner decals.</p>
<p>Package Includes:<br>2 x Easy to peel/install decals 1 for each side of your car. <br><br>Colour Options:<br></p>
<ul>
<li>Black / Chrome</li>
<li>Teal / Chrome</li>
<li>Pink / Chrome</li>
</ul>
<p>Approx 140cm wide x 28cm high<br><br>These decals are made to order <br>Please allow 5-7 working days.</p>",Zoo Performance,,"","",true,Color,Black / Chrome,,,,,,,,"",0.0,shopify,deny,manual,179.00,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/products/doorbanner.jpg?v=1654137977,1,"",false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/products/doorbanner.jpg?v=1654137977,kg,,,true,,,true,,,active
