Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Size (product.metafields.shopify.size),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
108mm-ls-throttle-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/ZOO-LSTB108S_6.jpg?v=1724737746,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108mm-ls-throttle-body,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/ZOO-LSTB108B_6.jpg?v=1724737746,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtr-rear-wheel-bearing-hub-assembly,GTR (Rear) Wheel Bearing / Hub Upgrade Assembly Kit,"<p>When running our custom, high horsepower rated axles we strongly recommend upgrading your standard Nissan hubs to these GTR (rear) Wheel Bearing &amp; Hub Assembly Kits.  Each kit is supplied with wheel studs and are a direct bolt in replacement. <br><br></p>
<ul>
<li>32 Spline with rear handbrake bracket</li>
<li>1 x Left or Right Rear Hub Assembly.</li>
<li>Select Qty 2 for a set<br><br>
</li>
</ul>
<p>Manufacturer offers a 12 month warranty. <br>Specs:  To suit Nissan 300ZX Z32 TT, Skyline R32 GTR / GTS-4, R33 GTR &amp; R34 GTR &amp; Stagea WGNC34 260RS / RS-Four S<br></p>",Zoo Performance,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Wheel Systems,"","",false,Title,Default Title,,,,,,,,"",2000.0,,deny,manual,189.00,,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/Untitled-1.jpg?v=1724402102,1,"",false,,,,,,,,,,,,,,,silver,new,metal,aftermarket,,high-performance,,kg,,,true,,,true,,,draft
gtr-rear-wheel-bearing-hub-assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/pic2_ab6d257b-2d5e-4938-8430-515d1e81a29f.jpg?v=1724402102,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtr-rear-wheel-bearing-hub-assembly,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0416/4393/3854/files/pic1.jpg?v=1724402102,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sr20-engine-graphic-t-shirt,SR20 Engine Graphic T-Shirt,"<p data-mce-fragment=""1"">High quality print on a AS Colour T-Shirt with one of a kind SR20 engine design.<br>All SR20 lovers,  this T-Shirt is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/SR20TSHIRT.jpg?v=1718255649,1,"",false,,,,,,,,,,,,,,,,,,,small; medium; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
sr20-engine-graphic-t-shirt,,,,,,,,,medium,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/T-Shirt_Front_1277712a-869f-4317-81e7-ad70df34c62d.jpg?v=1718177239,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-t-shirt,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,SR20 Engine Graphic Hoodie,"<p data-mce-fragment=""1"">High quality print on a AS Colour Hoodie with one of a kind SR20 engine design.<br>All SR20 lovers,  this Hoodie is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/SR20HOODIE.jpg?v=1718255620,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
sr20-engine-graphic-hoodie,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_front_6dbb85df-5338-4c93-b927-253b62c1fed3.jpg?v=1718177144,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sr20-engine-graphic-hoodie,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,Barra Engine Graphic Hoodie,"<p data-mce-fragment=""1"">High quality print on a AS Colour Hoodie with one of a kind Barra engine design.<br>All Barra lovers,  this Hoodie is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_back_2bb1bacc-1e9f-4859-882b-45c91b02b750.jpg?v=1718177579,1,"",false,,,,,,,,,,,,,,,,,,,small; medium; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
barra-engine-graphic-hoodie,,,,,,,,,medium,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_front_e0a0bec6-3d98-4cf8-818f-98db2d5616c2.jpg?v=1718177580,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-hoodie,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,Barra Engine Graphic T-Shirt,"<p data-mce-fragment=""1"">High quality print on a AS Colour T-Shirt with one of a kind Barra engine design.<br>All Barra lovers,  this T-Shirt is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/BARRA.jpg?v=1718177239,1,"",false,,,,,,,,,,,,,,'1,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
barra-engine-graphic-t-shirt,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/T-Shirt_Front_1277712a-869f-4317-81e7-ad70df34c62d.jpg?v=1718177239,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
barra-engine-graphic-t-shirt,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,4G63 Engine Graphic Hoodie,"<p data-mce-fragment=""1"">High quality print on a AS Colour Hoodie with one of a kind 4G63 engine design.<br>All 4G63 lovers,  this Hoodie is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/4g63hoodie_back.jpg?v=1718177170,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
4g63-engine-graphic-hoodie,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_front_6dbb85df-5338-4c93-b927-253b62c1fed3.jpg?v=1718177144,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-hoodie,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,4G63 Engine Graphic T-Shirt,"<p data-mce-fragment=""1"">High quality print on a AS Colour T-Shirt with one of a kind 4G63 engine design.<br>All 4G63 lovers,  this T-Shirt is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/4g63C.jpg?v=1718177094,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5-xl,,,kg,,,true,,,true,,,active
4g63-engine-graphic-t-shirt,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/T-Shirt_Front_62219996-3a01-4450-89c5-1adcbac76f4e.jpg?v=1718177093,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
4g63-engine-graphic-t-shirt,,,,,,,,,5-xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,2JZ Engine Graphic Hoodie,"<p data-mce-fragment=""1"">High quality print on a AS Colour Hoodie with one of a kind 2JZ engine design.<br>All 2JZ lovers,  this Hoodie is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/2jz_hoodie_back.jpg?v=1718176883,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxxl; xxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
2jz-engine-graphic-hoodie,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_front_1fd558c0-eea8-41f2-a175-cdfb49eef3b2.jpg?v=1718176883,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-hoodie,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,2JZ Engine Graphic T-Shirt,"<p data-mce-fragment=""1"">High quality print on a AS Colour T-Shirt with one of a kind 2JZ engine design.<br>All 2JZ lovers,  this T-Shirt is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/2jz_tshirt_final_back.jpg?v=1718176835,1,"",false,,,,,,,,,,,,,,,,,,,small; medium; large; xl; xxl; xxxl; 4xl; 5-xl,,,kg,,,true,,,true,,,active
2jz-engine-graphic-t-shirt,,,,,,,,,medium,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/T-Shirt_Front_2d0573c1-b905-4175-9773-1858c438a90f.jpg?v=1718176836,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
2jz-engine-graphic-t-shirt,,,,,,,,,5-xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,Ford Coyote Engine Graphic  T-Shirt,"<p data-mce-fragment=""1"">High quality print on a AS Colour T-Shirt with one of a kind Coyote engine design.<br>All Coyote lovers,  this T-Shirt is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/coyotefinal.jpg?v=1718176774,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
ford-coyote-engine-graphic-t-shirt,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/T-Shirt_Front_8cf66c83-ee8b-4751-bfa2-aa60d6f81bf1.jpg?v=1718176772,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-t-shirt,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,40.00,50.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,Ford Coyote Engine Graphic Hoodie,"<p data-mce-fragment=""1"">High quality print on a AS Colour Hoodie with one of a kind Coyote engine design.<br>All Coyote lovers,  this Hoodie is for you!<br data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">*Please allow 7-14 working days for printing &amp; shipping! </em></p>
<!---->",Zoo Performance,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Merchandise,"",true,Size,small,product.metafields.shopify.size,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_back_128bf4eb-f53c-4a94-823d-4a3946854cc9.jpg?v=1718176722,1,"",false,,,,,,,,,,,,,,,,,,,small; medium-1; large; xl; xxl; xxxl; 4xl; 5xl,,,kg,,,true,,,true,,,active
ford-coyote-engine-graphic-hoodie,,,,,,,,,medium-1,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",https://cdn.shopify.com/s/files/1/0416/4393/3854/files/hoodie_front_b6a8bb1b-1dff-46be-8482-a315692de092.jpg?v=1718176542,2,"",,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,large,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,xxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,xxxl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,4xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
ford-coyote-engine-graphic-hoodie,,,,,,,,,5xl,,,,,,,,"",1000.0,,deny,manual,60.00,70.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
